Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
17,21-01-2011,755804.37,0,26.62,2.934,127.4404839,6.866
38,22-07-2011,365562.67,0,91.17,3.794,129.1507742,13.503
22,13-07-2012,971361.38,0,75.81,3.561,142.2548214,7.753
1,17-02-2012,1819870.0,0,45.32,3.51,220.4257586,7.348
10,11-03-2011,1933469.15,0,64.22,3.63,128.3995,8.744
23,23-12-2011,2587953.32,0,27.8,3.413,136.5883871,4.42
40,13-01-2012,780607.52,0,25.9,3.523,136.753,4.261
11,27-05-2011,1216876.52,0,85.61,3.786,218.8860765,7.574
31,01-04-2011,1344890.73,0,56.36,3.524,214.4886908,7.931
7,25-11-2011,949075.87,1,27.6,3.424,195.7704,8.513
11,11-03-2011,1314557.31,0,63.29,3.459,217.4653683,7.551
40,10-08-2012,1007906.43,0,70.09,3.772,138.1437742,4.156
17,20-08-2010,783929.7,0,67.04,2.85,126.0766452,6.697
25,24-12-2010,1295391.19,0,22.94,3.141,204.6376731,7.484
26,15-06-2012,1029248.22,0,57.84,3.683,138.1295333,7.489
12,24-09-2010,851919.34,0,81.77,2.939,126.1900333,14.18
41,02-03-2012,1239813.26,0,27.39,3.191,196.9565303,6.589
29,01-06-2012,576252.35,0,70.01,3.798,138.1138065,9.14
8,16-07-2010,848630.57,0,77.49,2.623,214.4640599,6.315
23,24-06-2011,1434036.18,0,63.8,3.851,135.2652667,4.781
22,16-12-2011,1453153.33,0,39.11,3.445,140.4700795,7.706
3,03-08-2012,419990.29,0,86.55,3.417,225.4636332,6.334
12,12-08-2011,955913.68,0,91.04,3.701,129.2015806,13.503
23,28-01-2011,1083657.61,0,10.91,3.243,133.1059677,5.114
33,08-07-2011,262717.71,0,96.44,3.793,129.1125,8.442
4,07-09-2012,2125104.72,1,82.09,3.709,130.9325484,4.077
4,14-01-2011,1865502.46,0,31.6,2.992,127.3009355,6.51
35,17-09-2010,831443.61,0,64.5,2.706,136.6338071,8.861
33,27-01-2012,236920.49,0,56.33,3.675,130.3144516,7.603
9,25-03-2011,497488.4,0,68.79,3.473,218.2007506,6.416
23,22-04-2011,1447301.24,0,39.62,3.919,134.3571,4.781
1,26-10-2012,1493659.74,0,69.16,3.506,223.4442513,6.573
33,18-05-2012,276899.95,0,89.81,4.308,131.0983226,7.396
39,01-07-2011,1429829.36,0,84.93,3.524,213.9324122,8.177
19,14-01-2011,1181204.53,0,21.68,3.367,132.9510645,7.771
18,25-02-2011,1005983.31,0,26.15,3.281,133.4921429,9.131
5,24-09-2010,293131.58,0,78.53,2.624,212.1519404,6.496
9,21-01-2011,454021.69,0,44.72,3.016,215.3554013,6.416
10,31-08-2012,1650285.54,0,86.97,3.886,130.8853548,7.17
20,12-10-2012,2162951.36,0,47.2,4.0,216.1150568,7.293
33,11-11-2011,271961.04,0,58.75,3.677,129.8167097,8.01
17,09-07-2010,836915.92,0,62.41,2.802,126.1518,6.697
4,27-05-2011,1986597.95,0,73.65,3.771,129.0623548,5.946
11,22-10-2010,1169831.38,0,72.6,2.725,215.17839,7.564
34,20-04-2012,977628.78,0,55.34,3.864,131.1173333,9.575
28,24-12-2010,2026026.39,0,52.02,3.236,126.9835806,14.313
21,04-03-2011,796277.72,0,59.52,3.288,213.4775305,8.028
20,31-12-2010,1799737.79,1,28.85,3.179,204.6432267,7.484
6,19-03-2010,1693058.91,0,56.55,2.72,212.7351935,7.259
11,19-11-2010,1292346.57,0,58.63,2.771,215.2074519,7.564
8,23-07-2010,785515.88,0,78.29,2.608,214.6029664,6.315
45,30-03-2012,777254.06,0,50.04,3.953,190.6107463,8.424
10,02-04-2010,2138651.97,0,63.66,3.086,126.6034839,9.524
21,16-09-2011,653525.84,0,80.62,3.526,215.6944378,7.852
43,19-11-2010,589467.35,0,54.96,2.771,203.8191286,10.21
13,10-06-2011,1997816.98,0,61.39,3.732,129.0357097,7.193
22,24-06-2011,1012584.2,0,68.53,3.851,139.1832917,8.252
41,18-02-2011,1203399.64,0,39.39,3.051,191.9178331,7.241
19,27-08-2010,1557888.16,0,66.4,2.885,132.6932258,8.099
44,25-02-2011,279427.93,0,33.17,3.12,128.13,7.224
10,21-05-2010,1847613.58,0,78.32,3.12,126.1843871,9.524
1,02-03-2012,1688420.76,0,60.96,3.63,220.8480454,7.348
10,29-04-2011,1873646.34,0,73.38,4.151,128.9998667,8.494
41,16-07-2010,1179788.38,0,69.06,2.699,189.6125456,7.335
38,28-10-2011,378539.17,0,67.41,3.727,129.7936774,12.89
36,01-07-2011,354270.77,0,85.33,3.502,213.9324122,8.177
16,11-05-2012,479855.0,0,53.57,3.87,197.5481609,6.169
7,01-07-2011,704344.21,0,58.54,3.597,193.0930552,8.622
3,21-01-2011,350876.7,0,50.74,3.016,215.1268275,7.551
40,21-01-2011,764014.75,0,14.64,3.232,133.0285161,5.114
24,27-01-2012,1057290.41,0,31.92,3.737,136.9598387,8.659
30,30-03-2012,449603.91,0,67.87,3.845,220.9991248,7.057
27,17-02-2012,1606221.56,0,37.24,3.874,141.2140357,8.009
39,09-09-2011,1429345.86,1,79.15,3.546,214.6155376,8.177
17,18-03-2011,778436.81,0,34.48,3.407,128.5121935,6.866
25,30-09-2011,639160.24,0,60.7,3.645,209.807836,7.274
28,17-09-2010,1159812.35,0,82.45,3.028,126.1454667,14.18
24,08-06-2012,1406313.13,0,59.93,3.871,138.1174194,8.983
37,04-05-2012,535311.64,0,77.17,3.749,220.3545033,6.989
6,09-04-2010,1667181.82,0,66.15,2.77,212.1308239,7.092
6,21-01-2011,1261253.18,0,46.2,3.016,213.3399647,6.858
3,05-02-2010,461622.22,0,45.71,2.572,214.4248812,7.368
24,30-12-2011,1363973.16,1,33.45,3.566,136.6432581,8.454
31,02-12-2011,1388809.43,0,48.72,3.172,218.3590319,7.441
3,02-07-2010,381151.72,0,82.2,2.669,214.5463222,7.346
24,01-04-2011,1163803.3,0,35.73,3.811,134.0682581,8.212
41,13-04-2012,1323004.73,0,46.84,3.901,197.780931,6.547
35,31-08-2012,931278.97,0,75.0,3.867,142.4054482,8.839
22,15-07-2011,961953.57,0,75.2,3.827,139.7006325,8.023
29,23-12-2011,1016637.39,0,39.83,3.413,136.5883871,9.357
41,13-01-2012,1134767.28,0,27.49,3.077,196.7330517,6.589
19,03-08-2012,1342123.78,0,73.41,3.819,138.1735806,8.193
14,11-02-2011,1980405.03,1,30.3,3.239,183.7016129,8.549
32,24-06-2011,1163869.52,0,65.06,3.661,192.9982655,8.595
43,01-10-2010,657108.77,0,77.93,2.603,203.5934286,10.21
41,23-12-2011,2263722.68,0,25.59,3.173,196.1713893,6.759
1,17-06-2011,1532114.86,0,86.41,3.637,214.9980596,7.682
36,14-09-2012,301893.63,0,78.16,3.692,221.2601207,6.623
5,05-10-2012,343048.29,0,71.17,3.617,223.7744444,5.422
3,07-09-2012,408229.73,1,84.99,3.73,225.9660263,6.334
8,18-06-2010,869922.56,0,78.79,2.637,214.8324452,6.29
13,27-04-2012,1970121.65,0,64.8,3.842,131.1266667,5.965
17,23-04-2010,977790.83,0,52.25,2.936,126.4713333,6.635
19,20-01-2012,1237104.73,0,23.44,3.705,136.8564194,7.943
6,09-07-2010,1690317.99,0,80.93,2.642,212.6296549,6.973
19,17-02-2012,1424720.27,0,30.95,3.874,137.2583103,7.943
33,13-04-2012,312698.67,0,73.17,4.254,131.108,7.396
42,08-07-2011,593234.27,0,88.57,3.793,129.1125,8.257
29,28-01-2011,410426.97,0,20.61,3.243,133.1059677,10.256
28,04-03-2011,1723736.91,0,51.72,3.674,128.26475,14.021
42,03-02-2012,588448.21,0,56.85,3.543,130.3496774,7.545
43,08-06-2012,643032.51,0,85.73,3.452,213.1702811,9.575
27,23-03-2012,1620839.34,0,57.3,4.054,141.6269332,8.009
11,15-06-2012,1417875.42,0,84.97,3.393,225.2644795,6.664
9,13-05-2011,539126.0,0,77.66,3.899,219.6041829,6.38
29,05-08-2011,503486.37,0,75.33,3.903,136.0540323,9.863
8,25-11-2011,1235163.86,1,49.61,3.236,221.9491571,6.123
30,14-10-2011,410711.99,0,69.79,3.274,217.0048261,7.441
17,27-07-2012,907493.24,0,74.2,3.537,130.7195806,5.936
24,13-04-2012,1285783.87,0,48.65,4.187,137.868,8.983
21,06-08-2010,739279.19,0,90.3,2.627,211.1608049,8.099
30,12-10-2012,434593.26,0,61.53,3.601,223.0154263,6.17
7,25-05-2012,532739.77,0,50.6,3.804,197.5886046,8.09
20,29-04-2011,1881788.19,0,62.97,3.962,208.6386,7.287
32,18-05-2012,1177539.71,0,57.46,3.837,197.5553137,8.09
38,03-06-2011,396826.06,0,71.81,4.031,129.0490323,13.736
39,17-09-2010,1252915.43,0,81.83,2.582,210.2924504,8.36
44,02-04-2010,286197.5,0,42.15,2.842,126.6034839,7.972
13,02-07-2010,2018314.71,0,78.82,2.814,126.1392,7.951
40,05-08-2011,1063818.2,0,68.1,3.903,136.0540323,4.584
3,18-03-2011,392109.51,0,69.47,3.488,217.7235226,7.551
31,27-04-2012,1311352.25,0,69.21,3.814,221.255812,6.891
36,14-05-2010,476733.74,0,77.53,2.805,209.118536,8.464
7,11-02-2011,559903.13,1,10.24,3.037,191.8572881,8.818
8,12-11-2010,911538.98,0,54.89,2.728,215.3721,6.433
1,31-12-2010,1367320.01,1,48.43,2.943,211.4049321,7.838
20,15-10-2010,1950676.39,0,59.17,2.868,205.0137637,7.484
39,20-07-2012,1582168.27,0,80.32,3.311,220.6148749,6.623
10,22-04-2011,2004831.14,0,75.93,3.917,128.9553,8.494
4,14-05-2010,1875597.28,0,62.35,2.845,126.2085484,7.896
26,20-07-2012,1049625.9,0,66.75,3.61,138.2331935,7.405
8,01-04-2011,878762.3,0,49.86,3.524,218.2586281,6.297
11,02-07-2010,1302600.14,0,83.09,2.669,214.5463222,7.346
26,12-11-2010,971193.01,0,37.51,2.961,132.9783226,8.149
38,26-08-2011,365672.55,0,94.61,3.74,129.2832581,13.503
37,22-07-2011,505543.53,0,83.31,3.651,214.1713416,8.177
40,30-12-2011,908853.15,1,18.75,3.402,136.6432581,4.42
28,08-07-2011,1459655.85,0,89.9,3.705,129.1125,13.503
24,04-06-2010,1566668.91,0,71.99,3.006,132.3648387,8.211
12,16-09-2011,889290.23,0,76.36,3.918,129.4306,13.503
19,18-02-2011,1457270.16,0,34.74,3.42,133.3701429,7.771
29,10-09-2010,491290.37,1,68.6,2.717,132.7564516,10.409
8,18-02-2011,1065108.64,0,50.64,3.045,216.6310383,6.262
6,24-08-2012,1501095.49,0,79.03,3.62,223.7860175,5.668
23,19-08-2011,1453416.53,0,67.09,3.82,136.183129,4.584
27,10-08-2012,1720537.26,0,78.44,3.863,142.1705634,8.239
10,26-03-2010,1893532.46,0,60.05,2.98,126.6050645,9.765
11,17-02-2012,1569607.94,0,52.77,3.51,223.9170153,6.833
34,09-04-2010,950684.2,0,51.26,2.773,126.6019032,9.593
36,27-04-2012,308389.82,0,70.06,3.888,220.3014485,6.989
43,05-02-2010,647029.28,0,47.31,2.572,203.0642742,9.521
33,16-04-2010,307779.64,0,72.44,3.109,126.5621,9.849
33,19-03-2010,282235.73,0,64.6,3.054,126.6066452,10.115
13,21-10-2011,1973544.27,0,54.66,3.579,129.7821613,6.392
8,23-03-2012,874223.25,0,52.9,3.787,224.8399424,5.825
11,17-08-2012,1421307.2,0,87.73,3.571,225.5558664,6.334
6,08-04-2011,1534594.0,0,70.35,3.622,216.6244334,6.855
43,15-07-2011,631827.38,0,84.67,3.575,207.1940691,10.641
2,12-11-2010,1916812.74,0,59.69,2.728,211.6608975,8.163
38,08-07-2011,399699.17,0,89.9,3.705,129.1125,13.503
42,06-07-2012,618702.09,0,86.87,3.666,130.7196333,7.17
31,08-04-2011,1416790.17,0,68.62,3.622,214.7252242,7.931
12,21-01-2011,802105.5,0,53.53,3.223,127.4404839,14.021
11,09-09-2011,1249439.95,1,84.91,3.546,219.2135305,7.567
14,22-04-2011,2256461.39,0,53.04,3.892,185.6684673,8.521
6,18-06-2010,1677248.24,0,83.89,2.637,212.9813843,7.092
28,10-06-2011,1339972.83,0,78.72,3.981,129.0357097,13.736
20,23-12-2011,3555371.03,0,40.19,3.389,212.2360401,7.082
9,23-07-2010,462676.5,0,84.49,2.608,214.7865779,6.442
21,13-07-2012,668132.36,0,82.51,3.256,221.5616784,6.565
20,20-07-2012,1970170.29,0,76.04,3.567,214.7331351,7.28
25,16-07-2010,726997.84,0,73.43,2.783,204.3571656,7.527
39,15-10-2010,1238742.0,0,69.96,2.72,210.5805944,8.476
38,05-08-2011,437631.44,0,90.61,3.803,129.1846452,13.503
41,15-10-2010,1133913.33,0,49.91,2.762,190.8623087,7.508
23,18-05-2012,1332952.47,0,58.42,3.899,138.1065806,4.125
23,11-06-2010,1439432.06,0,58.35,2.83,132.4357419,5.435
4,04-03-2011,2103455.75,0,46.56,3.305,128.26475,6.51
13,16-04-2010,1819660.44,0,50.39,2.915,126.5621,8.107
4,16-07-2010,1898427.66,0,78.53,2.621,126.1498065,7.372
42,20-01-2012,579499.93,0,54.51,3.66,130.2792258,7.545
14,30-03-2012,1905033.01,0,50.04,3.953,190.6107463,8.424
44,07-10-2011,312577.36,0,60.62,3.592,129.6938,6.078
35,25-02-2011,841129.26,0,33.05,3.274,137.3764439,8.549
33,22-04-2011,248603.3,0,79.46,3.917,128.9553,8.687
1,03-09-2010,1540163.53,0,81.21,2.577,211.5312479,7.787
6,08-07-2011,1709373.62,0,88.36,3.48,216.8200275,6.925
31,25-05-2012,1397094.26,0,79.49,3.561,221.3828029,6.891
22,29-07-2011,944958.69,0,75.32,3.898,139.8933099,8.023
24,23-03-2012,1221723.94,0,59.51,4.054,137.6552903,8.659
19,26-10-2012,1322117.96,0,56.49,4.071,138.7281613,7.992
16,24-12-2010,1004730.69,0,32.46,2.781,191.1430189,6.986
19,22-07-2011,1377119.45,0,79.37,3.972,135.8738387,7.806
11,09-03-2012,1413382.76,0,61.44,3.669,224.5620291,6.833
8,02-03-2012,952264.91,0,50.95,3.63,224.3959793,5.825
1,06-01-2012,1550369.92,0,49.01,3.157,219.7142581,7.348
31,23-09-2011,1347607.74,0,75.68,3.467,216.0282356,7.852
25,09-09-2011,673248.48,1,67.51,3.738,209.0225562,7.274
27,17-06-2011,1814740.09,0,67.03,3.989,139.0028333,7.725
11,07-05-2010,1312329.78,0,75.57,2.835,213.6211778,7.343
15,05-02-2010,652122.44,0,19.83,2.954,131.5279032,8.35
25,06-07-2012,753385.55,0,75.52,3.475,214.6873514,7.28
29,25-03-2011,478773.05,0,38.77,3.624,133.9587419,10.256
40,02-07-2010,1087578.78,0,65.47,2.815,132.5218667,5.326
8,02-09-2011,891387.14,0,84.77,3.533,219.1970226,6.425
24,29-04-2011,1197761.17,0,60.48,4.117,134.4357333,8.212
7,26-02-2010,496083.24,0,24.91,2.586,189.6018023,9.014
43,02-04-2010,650102.8,0,62.19,2.719,202.83803,9.593
7,17-12-2010,716388.81,0,20.74,2.778,191.0303376,9.137
30,04-05-2012,454477.54,0,77.53,3.749,221.3095166,6.891
1,09-03-2012,1675431.16,0,58.76,3.669,221.0591887,7.348
45,12-10-2012,734464.36,0,54.47,4.0,192.3272654,8.667
17,06-07-2012,1046782.52,0,68.91,3.63,130.7196333,5.936
45,19-10-2012,718125.53,0,56.47,3.969,192.3308542,8.667
24,22-07-2011,1357672.24,0,79.29,3.972,135.8738387,8.358
26,26-08-2011,1064617.62,0,61.1,3.796,136.2136129,7.767
17,23-07-2010,893504.87,0,69.66,2.797,126.1283548,6.697
35,02-03-2012,766571.1,0,40.07,3.816,141.3875357,8.744
35,08-04-2011,813352.41,0,46.87,3.72,138.0638929,8.512
44,17-08-2012,327389.51,0,79.4,3.545,130.7909677,5.407
7,03-06-2011,542295.37,0,45.77,3.763,192.8418131,8.595
20,26-10-2012,2031650.55,0,60.04,3.882,216.1515902,7.293
24,17-09-2010,1273295.46,0,60.31,2.846,132.7670667,8.117
26,09-09-2011,1069710.97,1,60.98,3.809,136.2745806,7.767
28,02-07-2010,1399960.15,0,91.98,3.105,126.1392,14.18
12,10-12-2010,1121934.15,0,50.01,3.203,126.7934,14.313
17,30-12-2011,777207.3,1,26.73,3.119,130.0710323,6.617
43,08-10-2010,713332.54,0,72.81,2.633,203.6651786,10.21
30,29-06-2012,423192.4,0,88.05,3.286,221.4813343,6.891
8,18-11-2011,897032.19,0,51.72,3.308,221.6911738,6.123
8,25-05-2012,895157.44,0,76.11,3.561,225.3005779,5.679
27,18-06-2010,1887182.27,0,70.0,2.942,136.3243393,8.058
40,19-02-2010,916289.2,0,27.84,2.747,131.637,5.892
44,16-12-2011,311144.16,0,27.85,3.282,129.8980645,6.078
27,21-09-2012,1557485.75,0,66.1,4.203,142.6798167,8.239
6,25-11-2011,2249811.55,1,62.78,3.236,220.0417412,6.551
13,04-11-2011,2036317.54,0,43.51,3.538,129.8051935,6.392
42,04-11-2011,597667.21,0,68.57,3.828,129.8051935,7.874
44,24-06-2011,296765.59,0,66.38,3.668,129.0663,6.906
38,18-11-2011,392003.13,0,54.2,3.813,129.8268333,12.89
45,26-11-2010,1182500.16,1,46.15,3.039,182.7832769,8.724
32,10-06-2011,1239741.34,0,65.49,3.735,192.8470612,8.595
33,06-04-2012,275911.97,0,70.75,4.282,131.0375484,7.396
35,04-02-2011,747577.05,0,28.7,3.231,137.0542431,8.549
43,28-01-2011,562558.27,0,44.98,3.01,204.1789677,10.398
27,25-02-2011,1688935.71,0,33.05,3.452,137.3764439,7.827
41,29-04-2011,1178841.05,0,39.81,3.663,192.6243322,6.934
18,12-08-2011,928470.83,0,73.57,3.88,136.144129,8.89
19,01-07-2011,1462731.93,0,67.64,3.916,135.4468,7.806
41,22-07-2011,1292830.93,0,74.11,3.545,193.5120367,6.901
30,18-06-2010,447727.52,0,86.18,2.637,211.1096543,8.2
15,21-10-2011,603318.89,0,51.67,3.757,136.5017742,7.866
18,02-04-2010,1254107.84,0,45.63,2.826,131.9019677,9.269
24,16-04-2010,1268266.72,0,51.08,3.01,131.9809,8.211
25,29-10-2010,674458.03,0,55.72,2.921,205.1118126,7.484
43,26-10-2012,587603.55,0,69.17,3.506,214.7415392,8.839
38,18-06-2010,335691.85,0,81.06,3.043,126.114,14.099
14,17-02-2012,2020550.99,0,36.85,3.695,189.8424834,8.424
40,10-06-2011,984336.04,0,64.19,3.924,134.9425484,4.781
21,05-03-2010,747444.32,0,48.61,2.625,211.0067542,8.324
9,01-04-2011,520962.14,0,56.12,3.524,218.445164,6.38
43,30-07-2010,622112.23,0,79.79,2.64,203.2961774,9.816
42,03-08-2012,573084.71,0,84.76,3.595,130.737871,7.17
32,03-06-2011,1167757.0,0,61.25,3.763,192.8418131,8.595
40,22-07-2011,980642.1,0,73.34,3.882,135.8738387,4.584
14,29-10-2010,1984768.34,0,61.3,2.921,182.9011166,8.724
15,02-03-2012,541292.64,0,33.24,3.983,137.4238966,7.943
45,17-02-2012,858853.75,0,36.85,3.695,189.8424834,8.424
4,21-10-2011,2207742.13,0,64.79,3.361,129.7821613,5.143
6,13-04-2012,1616394.45,0,71.29,3.891,223.1163529,5.964
15,09-07-2010,691497.62,0,77.33,2.94,132.5461333,8.099
24,27-07-2012,1307339.14,0,73.62,3.82,138.2033871,8.953
4,09-04-2010,1818452.72,0,54.16,2.773,126.6019032,7.896
5,25-02-2011,294659.5,0,63.35,3.065,214.0955503,6.634
13,20-07-2012,2053089.32,0,75.69,3.556,130.7012903,5.765
25,11-06-2010,737163.2,0,63.68,2.809,204.6679198,7.856
7,20-05-2011,424670.98,0,36.16,3.828,192.831317,8.595
37,21-01-2011,526486.82,0,51.18,3.016,210.6031072,8.395
3,09-04-2010,415870.28,0,68.0,2.77,213.9120595,7.343
8,28-01-2011,782256.66,0,39.26,3.01,215.5528862,6.262
24,27-08-2010,1350059.35,0,67.0,2.885,132.6932258,8.117
23,06-01-2012,1150662.55,0,24.29,3.439,136.698129,4.261
9,27-08-2010,506789.66,0,84.01,2.619,215.1199536,6.442
27,03-12-2010,1884343.67,0,41.81,3.2,136.6075714,8.021
38,14-10-2011,400430.78,0,67.31,3.805,129.7706452,12.89
11,10-08-2012,1388973.65,0,86.21,3.494,225.4735085,6.334
24,11-03-2011,1253218.7,0,39.51,3.752,133.7361429,8.252
16,16-07-2010,586583.69,0,67.68,2.699,189.6125456,6.868
7,30-09-2011,488880.26,0,47.34,3.538,194.8779718,8.622
41,11-05-2012,1353285.1,0,50.22,3.87,197.5481609,6.547
31,07-05-2010,1381796.8,0,70.87,2.835,210.0011018,8.2
1,30-04-2010,1425100.71,0,67.41,2.78,210.3895456,7.808
8,27-04-2012,879448.25,0,70.34,3.814,225.1734114,5.679
33,18-11-2011,251294.5,0,63.35,3.669,129.8268333,8.01
21,01-06-2012,695439.83,0,79.24,3.501,221.3852748,6.891
32,01-10-2010,1061089.56,0,66.14,2.759,190.6738241,9.137
5,10-06-2011,304984.14,0,83.61,3.648,215.6064555,6.489
13,11-03-2011,1852432.58,0,41.28,3.346,128.3995,7.47
31,05-02-2010,1469252.05,0,39.05,2.572,210.7526053,8.324
45,19-02-2010,841264.04,0,31.27,2.745,182.0347816,8.992
22,06-04-2012,1197489.66,0,46.38,3.957,141.7712396,7.671
10,17-09-2010,1716755.78,0,85.52,3.028,126.1454667,9.199
17,05-08-2011,866184.92,0,65.71,3.595,129.1846452,6.745
40,25-02-2011,888869.27,0,16.5,3.281,133.4921429,5.114
42,07-05-2010,582846.22,0,71.06,3.127,126.2898,9.524
29,05-02-2010,538634.46,0,24.36,2.788,131.5279032,10.064
33,10-12-2010,253050.1,0,60.72,3.091,126.7934,9.265
35,23-09-2011,705802.45,0,63.61,3.711,140.32725,8.684
19,10-06-2011,1467473.63,0,68.26,4.025,134.9425484,7.658
41,09-12-2011,1548661.45,0,17.05,3.331,195.8742575,6.759
28,12-08-2011,1218764.94,0,91.04,3.701,129.2015806,13.503
5,26-08-2011,310338.17,0,89.18,3.523,216.2950176,6.529
4,05-02-2010,2135143.87,0,43.76,2.598,126.4420645,8.623
26,10-02-2012,1081005.64,1,23.89,3.655,137.1666774,7.467
33,17-06-2011,238172.66,0,91.11,3.935,129.0432,8.687
40,19-10-2012,918170.5,0,46.33,4.0,138.8336129,4.145
